Region,City/Area,File,Businesses
West Midlands,Sandwell,http://ratings.food.gov.uk/OpenDataFiles/FHRS423en-GB.xml,2097
West Midlands,Shropshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS708en-GB.xml,2298
West Midlands,Solihull,http://ratings.food.gov.uk/OpenDataFiles/FHRS426en-GB.xml,1397
West Midlands,South Staffordshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS291en-GB.xml,620
West Midlands,Stafford,http://ratings.food.gov.uk/OpenDataFiles/FHRS292en-GB.xml,984
West Midlands,Staffordshire Moorlands,http://ratings.food.gov.uk/OpenDataFiles/FHRS293en-GB.xml,723
West Midlands,Stoke-On-Trent,http://ratings.food.gov.uk/OpenDataFiles/FHRS880en-GB.xml,1964
West Midlands,Stratford-on-Avon,http://ratings.food.gov.uk/OpenDataFiles/FHRS320en-GB.xml,1229
West Midlands,Tamworth,http://ratings.food.gov.uk/OpenDataFiles/FHRS295en-GB.xml,472
West Midlands,Telford and Wrekin Council,http://ratings.food.gov.uk/OpenDataFiles/FHRS900en-GB.xml,1189
West Midlands,Walsall,http://ratings.food.gov.uk/OpenDataFiles/FHRS433en-GB.xml,1716
West Midlands,Warwick,http://ratings.food.gov.uk/OpenDataFiles/FHRS321en-GB.xml,1227
West Midlands,Wolverhampton,http://ratings.food.gov.uk/OpenDataFiles/FHRS436en-GB.xml,1824
West Midlands,Worcester City,http://ratings.food.gov.uk/OpenDataFiles/FHRS151en-GB.xml,775
West Midlands,Wychavon,http://ratings.food.gov.uk/OpenDataFiles/FHRS152en-GB.xml,923
West Midlands,Wyre Forest,http://ratings.food.gov.uk/OpenDataFiles/FHRS153en-GB.xml,673
Yorkshire and Humberside,Barnsley,http://ratings.food.gov.uk/OpenDataFiles/FHRS401en-GB.xml,1912
Yorkshire and Humberside,Bradford,http://ratings.food.gov.uk/OpenDataFiles/FHRS404en-GB.xml,3953
Yorkshire and Humberside,Calderdale,http://ratings.food.gov.uk/OpenDataFiles/FHRS406en-GB.xml,2078
Yorkshire and Humberside,Craven,http://ratings.food.gov.uk/OpenDataFiles/FHRS250en-GB.xml,902
Yorkshire and Humberside,Doncaster,http://ratings.food.gov.uk/OpenDataFiles/FHRS408en-GB.xml,2724
Yorkshire and Humberside,East Riding of Yorkshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS863en-GB.xml,2909
Yorkshire and Humberside,Hambleton,http://ratings.food.gov.uk/OpenDataFiles/FHRS251en-GB.xml,943
Yorkshire and Humberside,Harrogate,http://ratings.food.gov.uk/OpenDataFiles/FHRS252en-GB.xml,1540
Yorkshire and Humberside,Hull City,http://ratings.food.gov.uk/OpenDataFiles/FHRS866en-GB.xml,2059
Yorkshire and Humberside,Kirklees,http://ratings.food.gov.uk/OpenDataFiles/FHRS411en-GB.xml,3633
Yorkshire and Humberside,Leeds,http://ratings.food.gov.uk/OpenDataFiles/FHRS413en-GB.xml,5071
Yorkshire and Humberside,North East Lincolnshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS865en-GB.xml,1370
Yorkshire and Humberside,North Lincolnshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS864en-GB.xml,1338
Yorkshire and Humberside,Richmondshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS253en-GB.xml,542
Yorkshire and Humberside,Rotherham,http://ratings.food.gov.uk/OpenDataFiles/FHRS420en-GB.xml,1904
Yorkshire and Humberside,Ryedale,http://ratings.food.gov.uk/OpenDataFiles/FHRS254en-GB.xml,566
Yorkshire and Humberside,Scarborough,http://ratings.food.gov.uk/OpenDataFiles/FHRS255en-GB.xml,1560
Yorkshire and Humberside,Selby,http://ratings.food.gov.uk/OpenDataFiles/FHRS256en-GB.xml,592
Yorkshire and Humberside,Sheffield,http://ratings.food.gov.uk/OpenDataFiles/FHRS425en-GB.xml,3600
Yorkshire and Humberside,Wakefield,http://ratings.food.gov.uk/OpenDataFiles/FHRS432en-GB.xml,2429
Yorkshire and Humberside,York,http://ratings.food.gov.uk/OpenDataFiles/FHRS868en-GB.xml,2058
Northern Ireland,Antrim and Newtownabbey,http://ratings.food.gov.uk/OpenDataFiles/FHRS801en-GB.xml,1090
Northern Ireland,Ards and North Down,http://ratings.food.gov.uk/OpenDataFiles/FHRS802en-GB.xml,1402
Northern Ireland,Armagh City Banbridge and Craigavon,http://ratings.food.gov.uk/OpenDataFiles/FHRS803en-GB.xml,1571
Northern Ireland,Belfast City,http://ratings.food.gov.uk/OpenDataFiles/FHRS807en-GB.xml,3092
Northern Ireland,Causeway Coast and Glens,http://ratings.food.gov.uk/OpenDataFiles/FHRS805en-GB.xml,1470
Northern Ireland,Derry City and Strabane,http://ratings.food.gov.uk/OpenDataFiles/FHRS813en-GB.xml,1310
Northern Ireland,Fermanagh and Omagh,http://ratings.food.gov.uk/OpenDataFiles/FHRS816en-GB.xml,1363
Northern Ireland,Lisburn and Castlereagh City,http://ratings.food.gov.uk/OpenDataFiles/FHRS809en-GB.xml,870
Northern Ireland,Mid and East Antrim,http://ratings.food.gov.uk/OpenDataFiles/FHRS804en-GB.xml,1186
Northern Ireland,Mid Ulster,http://ratings.food.gov.uk/OpenDataFiles/FHRS811en-GB.xml,1276
Northern Ireland,Newry Mourne and Down,http://ratings.food.gov.uk/OpenDataFiles/FHRS814en-GB.xml,1505
Scotland,Aberdeen City,http://ratings.food.gov.uk/OpenDataFiles/FHRS760en-GB.xml,1761
Scotland,Aberdeenshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS761en-GB.xml,1777
Scotland,Angus,http://ratings.food.gov.uk/OpenDataFiles/FHRS762en-GB.xml,877
Scotland,Argyll and Bute,http://ratings.food.gov.uk/OpenDataFiles/FHRS763en-GB.xml,871
Scotland,Clackmannanshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS768en-GB.xml,429
Scotland,Comhairle nan Eilean Siar (Western Isles),http://ratings.food.gov.uk/OpenDataFiles/FHRS791en-GB.xml,452
Scotland,Dumfries and Galloway,http://ratings.food.gov.uk/OpenDataFiles/FHRS770en-GB.xml,1339
Scotland,Dundee City,http://ratings.food.gov.uk/OpenDataFiles/FHRS772en-GB.xml,1322
Scotland,East Ayrshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS764en-GB.xml,1090
Scotland,East Dunbartonshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS771en-GB.xml,562
Scotland,East Lothian,http://ratings.food.gov.uk/OpenDataFiles/FHRS781en-GB.xml,929
Scotland,East Renfrewshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS787en-GB.xml,526
Scotland,Edinburgh (City of),http://ratings.food.gov.uk/OpenDataFiles/FHRS773en-GB.xml,4159
Scotland,Falkirk,http://ratings.food.gov.uk/OpenDataFiles/FHRS774en-GB.xml,1203
Scotland,Fife,http://ratings.food.gov.uk/OpenDataFiles/FHRS775en-GB.xml,3879
Scotland,Glasgow City,http://ratings.food.gov.uk/OpenDataFiles/FHRS776en-GB.xml,5209
Scotland,Highland,http://ratings.food.gov.uk/OpenDataFiles/FHRS777en-GB.xml,3669
Scotland,Inverclyde,http://ratings.food.gov.uk/OpenDataFiles/FHRS778en-GB.xml,602
Scotland,Midlothian,http://ratings.food.gov.uk/OpenDataFiles/FHRS783en-GB.xml,629
Scotland,Moray,http://ratings.food.gov.uk/OpenDataFiles/FHRS784en-GB.xml,1061
Scotland,North Ayrshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS765en-GB.xml,1191
Scotland,North Lanarkshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS779en-GB.xml,2602
Scotland,Orkney Islands,http://ratings.food.gov.uk/OpenDataFiles/FHRS785en-GB.xml,299
Scotland,Perth and Kinross,http://ratings.food.gov.uk/OpenDataFiles/FHRS786en-GB.xml,1065
Scotland,Renfrewshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS788en-GB.xml,1364
Scotland,Scottish Borders,http://ratings.food.gov.uk/OpenDataFiles/FHRS767en-GB.xml,1523
Scotland,Shetland Islands,http://ratings.food.gov.uk/OpenDataFiles/FHRS789en-GB.xml,355
Scotland,South Ayrshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS766en-GB.xml,1300
Scotland,South Lanarkshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS780en-GB.xml,2362
Scotland,Stirling,http://ratings.food.gov.uk/OpenDataFiles/FHRS790en-GB.xml,1267
Scotland,West Dunbartonshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS769en-GB.xml,743
Scotland,West Lothian,http://ratings.food.gov.uk/OpenDataFiles/FHRS782en-GB.xml,1056
Wales,Anglesey,http://ratings.food.gov.uk/OpenDataFiles/FHRS551en-GB.xml,650
Wales,Blaenau Gwent,http://ratings.food.gov.uk/OpenDataFiles/FHRS552en-GB.xml,570
Wales,Bridgend,http://ratings.food.gov.uk/OpenDataFiles/FHRS553en-GB.xml,1061
Wales,Caerphilly,http://ratings.food.gov.uk/OpenDataFiles/FHRS555en-GB.xml,1302
Wales,Cardiff,http://ratings.food.gov.uk/OpenDataFiles/FHRS556en-GB.xml,2879
Wales,Carmarthenshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS558en-GB.xml,1660
Wales,Ceredigion,http://ratings.food.gov.uk/OpenDataFiles/FHRS557en-GB.xml,1109
Wales,Conwy,http://ratings.food.gov.uk/OpenDataFiles/FHRS550en-GB.xml,1601
Wales,Denbighshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS559en-GB.xml,904
Wales,Flintshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS560en-GB.xml,1087
Wales,Gwynedd,http://ratings.food.gov.uk/OpenDataFiles/FHRS554en-GB.xml,2009
Wales,Merthyr Tydfil,http://ratings.food.gov.uk/OpenDataFiles/FHRS561en-GB.xml,498
Wales,Monmouthshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS562en-GB.xml,849
Wales,Neath Port Talbot,http://ratings.food.gov.uk/OpenDataFiles/FHRS563en-GB.xml,1017
Wales,Newport,http://ratings.food.gov.uk/OpenDataFiles/FHRS564en-GB.xml,1291
Wales,Pembrokeshire,http://ratings.food.gov.uk/OpenDataFiles/FHRS565en-GB.xml,2009
Wales,Powys,http://ratings.food.gov.uk/OpenDataFiles/FHRS566en-GB.xml,2246
Wales,Rhondda Cynon Taf,http://ratings.food.gov.uk/OpenDataFiles/FHRS567en-GB.xml,1941
Wales,Swansea,http://ratings.food.gov.uk/OpenDataFiles/FHRS568en-GB.xml,1672
Wales,Torfaen,http://ratings.food.gov.uk/OpenDataFiles/FHRS569en-GB.xml,710
Wales,Vale of Glamorgan,http://ratings.food.gov.uk/OpenDataFiles/FHRS570en-GB.xml,1073
Wales,Wrexham,http://ratings.food.gov.uk/OpenDataFiles/FHRS571en-GB.xml,1062
